root;HAVE_CRYPTO;HAVE_HASH;HAVE_REPLICATION;HAVE_VERIFY;HAVE_SEQUENCE;HAVE_STATISTICS;DIAGNOSTIC;PAGESIZE;PS1K;PS4K;PS8K;PS16K;PS32K;CACHESIZE;CS32MB;CS16MB;CS64MB;CS512MB;Performance
1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0.502896333333333
1;0;0;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;0;0.478703692307692
1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;0;5.84551712820513
1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0.478544333333333
1;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;10.7562264102564
1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0.75464147368421
1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0.501547205128205
1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0.510615487179487
1;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;10.7249887435897
1;1;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;10.7364329230769
1;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0.756163307692308
1;0;1;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0.747416210526316
1;0;1;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0.750785794871795
1;1;1;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;1;10.9009974736842
1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0.366015631578947
1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;1;10.7223165128205
1;1;0;0;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;3.28335443589744
1;1;1;0;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;2.08628448717949
1;1;1;1;0;1;1;0;1;0;0;1;0;0;1;0;0;0;1;10.9309046666667
1;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;0;0;1;10.9040807435897
1;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;10.9232195641026
1;1;0;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;1;10.7213274615385
1;0;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0.753422184210526
1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;10.9074773947368
1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0.482040052631579
1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;10.9172199487179
1;0;1;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0.752133743589744
1;1;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;10.7495611794872
1;1;1;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;10.9168708378378
1;0;1;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0.754040923076923
1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;10.9025615641026
1;1;0;0;1;0;1;0;1;0;0;1;0;0;1;1;0;0;0;10.7410433076923
1;0;0;1;1;0;1;0;1;0;0;1;0;0;1;1;0;0;0;0.496938820512821
1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0.485087263157895
1;1;1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;10.9192870769231
1;0;1;1;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0.390812230769231
1;0;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0.751130743589744
1;1;1;1;1;1;0;0;1;0;0;1;0;0;1;1;0;0;0;10.9182551621622
