,algorithm_name,ft_dummyfication,origin_ft_selection,ft_selection,hyperparameters,size_target,test_size,coef_order,accuracy,num_features
0,LinearRegression,False,RandomForest,"Index(['BZip2', 'x_10', 'PPMd', 'x_8', 'Deflate', 'x_6', 'mtOff', '#yes',
       'BlockSize_1', 'BlockSize_4', 'tmOff', 'filterOff'],
      dtype='object')",LinearRegression(),Performance,0.1,"x_10           21957.088252
x_8            12027.672757
BZip2           9097.155583
PPMd            8259.200352
x_6             7350.671018
Deflate         2764.075962
mtOff            911.065899
BlockSize_1      848.131111
BlockSize_4      716.009742
#yes             590.827052
tmOff            258.897986
filterOff         76.936112
dtype: float64","count    3682.000000
mean       84.665279
std        90.785835
min         0.108295
25%        25.988718
50%        41.622788
75%       114.771416
max       413.915195
Name: % error, dtype: float64",12
1,Lasso,False,RandomForest,"Index(['BZip2', 'x_10', 'PPMd', 'x_8', 'Deflate', 'x_6', 'mtOff', '#yes',
       'BlockSize_1', 'BlockSize_4', 'tmOff', 'filterOff'],
      dtype='object')","Lasso(alpha=25, max_iter=5)",Performance,0.1,"x_10           21620.852220
x_8            11671.355837
BZip2           8896.030146
PPMd            8230.125663
x_6             6944.990798
Deflate         2334.812680
BlockSize_1      700.687903
mtOff            647.081807
#yes             421.152046
BlockSize_4      385.278193
dtype: float64","count    3682.000000
mean       83.945358
std        85.965758
min         0.004772
25%        29.079312
50%        43.192247
75%       115.793078
max       387.047702
Name: % error, dtype: float64",12
2,Ridge,False,RandomForest,"Index(['BZip2', 'x_10', 'PPMd', 'x_8', 'Deflate', 'x_6', 'mtOff', '#yes',
       'BlockSize_1', 'BlockSize_4', 'tmOff', 'filterOff'],
      dtype='object')",Ridge(alpha=0.3),Performance,0.1,"x_10           21798.914227
x_8            11909.534413
BZip2           9053.635145
PPMd            8245.651878
x_6             7246.613870
Deflate         2725.607584
mtOff            908.906603
BlockSize_1      833.999106
BlockSize_4      687.679800
#yes             592.134369
tmOff            261.500945
filterOff         75.196609
dtype: float64","count    3682.000000
mean       84.545367
std        89.593149
min         0.033331
25%        26.659288
50%        41.901209
75%       114.804035
max       415.411396
Name: % error, dtype: float64",12
3,ElasticNet,False,RandomForest,"Index(['BZip2', 'x_10', 'PPMd', 'x_8', 'Deflate', 'x_6', 'mtOff', '#yes',
       'BlockSize_1', 'BlockSize_4', 'tmOff', 'filterOff'],
      dtype='object')","ElasticNet(alpha=25, l1_ratio=1.0, max_iter=5)",Performance,0.1,"x_10           21620.852220
x_8            11671.355837
BZip2           8896.030146
PPMd            8230.125663
x_6             6944.990798
Deflate         2334.812680
BlockSize_1      700.687903
mtOff            647.081807
#yes             421.152046
BlockSize_4      385.278193
dtype: float64","count    3682.000000
mean       83.945358
std        85.965758
min         0.004772
25%        29.079312
50%        43.192247
75%       115.793078
max       387.047702
Name: % error, dtype: float64",12
4,PolynomialRegression,False,RandomForest,"Index(['BZip2', 'x_10', 'PPMd', 'x_8', 'Deflate', 'x_6', 'mtOff', '#yes',
       'BlockSize_1', 'BlockSize_4', 'tmOff', 'filterOff'],
      dtype='object')",LinearRegression(),Performance,0.1,"x_8            8087.139092
x_6            7025.421952
x_10           6377.982045
Deflate        2768.670413
BZip2          1637.762412
mtOff          1303.191041
BlockSize_4    1136.748691
BlockSize_1     856.355728
tmOff           781.898546
PPMd            575.653510
filterOff       303.113980
#yes            163.355839
dtype: float64","count    3682.000000
mean        9.221792
std         9.825673
min         0.001797
25%         2.526637
50%         5.930118
75%        12.511145
max       100.655356
Name: % error, dtype: float64",12
5,RandomForest,False,RandomForest,"Index(['BZip2', 'x_10', 'PPMd', 'x_8', 'Deflate', 'x_6', 'mtOff', '#yes',
       'BlockSize_1', 'BlockSize_4', 'tmOff', 'filterOff'],
      dtype='object')",RandomForestRegressor(),Performance,0.1,"0           BZip2
1            x_10
2            PPMd
3             x_8
4         Deflate
5             x_6
6           mtOff
8     BlockSize_1
7            #yes
9     BlockSize_4
11      filterOff
10          tmOff
Name: feature, dtype: object","count    3682.000000
mean        6.448404
std         6.783191
min         0.002920
25%         1.701474
50%         4.115774
75%         8.835095
max        46.965736
Name: % error, dtype: float64",12
6,GradientBoostingTree,False,RandomForest,"Index(['BZip2', 'x_10', 'PPMd', 'x_8', 'Deflate', 'x_6', 'mtOff', '#yes',
       'BlockSize_1', 'BlockSize_4', 'tmOff', 'filterOff'],
      dtype='object')",GradientBoostingRegressor(),Performance,0.1,"0           BZip2
1            x_10
2            PPMd
3             x_8
4         Deflate
5             x_6
6           mtOff
8     BlockSize_1
9     BlockSize_4
7            #yes
11      filterOff
10          tmOff
Name: feature, dtype: object","count    3682.000000
mean       13.825688
std        13.173093
min         0.000822
25%         3.333544
50%         8.577909
75%        22.127898
max        57.210491
Name: % error, dtype: float64",12
7,DecisionTree,False,RandomForest,"Index(['BZip2', 'x_10', 'PPMd', 'x_8', 'Deflate', 'x_6', 'mtOff', '#yes',
       'BlockSize_1', 'BlockSize_4', 'tmOff', 'filterOff'],
      dtype='object')",DecisionTreeRegressor(),Performance,0.1,"0           BZip2
1            x_10
2            PPMd
3             x_8
4         Deflate
5             x_6
6           mtOff
8     BlockSize_1
7            #yes
9     BlockSize_4
11      filterOff
10          tmOff
Name: feature, dtype: object","count    3682.000000
mean        6.873521
std         7.765274
min         0.000000
25%         1.602564
50%         4.173722
75%         9.089701
max        55.000000
Name: % error, dtype: float64",12
8,LinearRegression,False,RandomForest,"Index(['BZip2', 'x_10', 'PPMd', 'x_8', 'Deflate', 'x_6', 'mtOff', '#yes',
       'BlockSize_1', 'BlockSize_4', 'tmOff', 'filterOff'],
      dtype='object')",LinearRegression(),Performance,0.2,"x_10           22046.960704
x_8            12152.288645
BZip2           9090.607822
PPMd            8289.549083
x_6             7869.394560
Deflate         2848.982253
BlockSize_4      574.593206
BlockSize_1      436.824983
tmOff            410.559159
filterOff        174.327899
#yes             167.637737
mtOff             55.515782
dtype: float64","count    3273.000000
mean       82.516863
std        97.118285
min         0.040009
25%        20.237045
50%        36.342502
75%       109.083561
max       383.135013
Name: % error, dtype: float64",12
9,Lasso,False,RandomForest,"Index(['BZip2', 'x_10', 'PPMd', 'x_8', 'Deflate', 'x_6', 'mtOff', '#yes',
       'BlockSize_1', 'BlockSize_4', 'tmOff', 'filterOff'],
      dtype='object')","Lasso(alpha=25, max_iter=10)",Performance,0.2,"x_10           21725.757878
x_8            11823.504180
BZip2           8866.184708
PPMd            8225.584763
x_6             7497.820541
Deflate         2457.880198
tmOff            348.451419
BlockSize_4      271.901270
BlockSize_1      255.353082
#yes              99.363658
dtype: float64","count    3273.000000
mean       81.498058
std        92.262832
min         0.026134
25%        22.296978
50%        37.086738
75%       109.082346
max       348.321724
Name: % error, dtype: float64",12
