root;time_passes;gvn;instcombine;inline;jump_threading;simplifycfg;sccp;print_used_types;ipsccp;iv_users;licm;Performance
1;1;1;0;0;0;0;0;0;0;1;0;219.153333333333
1;1;0;1;0;0;0;0;0;0;1;0;216.403333333333
1;1;0;0;1;0;0;0;0;0;1;0;207.746666666667
1;1;0;0;0;1;0;0;0;0;1;0;199.683333333333
1;1;0;0;0;0;1;0;0;0;1;0;200.38
1;1;0;0;0;0;0;1;0;0;1;0;200.66
1;1;0;0;0;0;0;0;1;0;1;0;203.18
1;1;0;0;0;0;0;0;0;1;1;0;202.233333333333
1;1;0;0;0;0;0;0;0;0;1;1;212.446666666667
1;1;1;0;0;0;0;0;0;0;1;1;228.3
1;1;0;1;0;0;0;0;0;0;1;1;230.74
1;1;0;0;1;0;0;0;0;0;1;1;241.776666666667
1;1;0;0;0;1;0;0;0;0;1;1;212.92
1;1;0;0;0;0;1;0;0;0;1;1;213.48
1;1;0;0;0;0;0;1;0;0;1;1;214.37
1;1;0;0;0;0;0;0;1;0;1;1;216.586666666667
1;1;0;0;0;0;0;0;0;1;1;1;215.606666666667
1;1;1;0;0;1;0;0;0;0;0;0;232.2
1;1;1;0;0;0;0;0;0;0;0;1;267.426666666667
1;1;0;0;0;1;0;0;0;0;0;1;220.08
1;1;1;0;0;1;0;0;0;0;0;1;256.223333333333
1;1;1;0;0;1;0;0;0;0;1;0;221.606666666667
1;1;0;0;0;1;1;0;0;0;0;0;205.946666666667
1;1;1;0;0;0;1;0;0;0;0;0;230.74
1;1;1;0;0;1;1;0;0;0;0;0;229.856666666667
1;1;1;0;0;0;1;0;0;0;1;0;222.236666666667
1;1;0;0;0;1;1;0;0;0;1;0;200.923333333333
1;1;0;0;0;0;1;0;0;0;0;1;219.496666666667
1;1;0;0;0;1;1;0;0;0;0;1;218.073333333333
1;1;1;0;0;0;1;0;0;0;0;1;238.753333333333
1;1;0;1;0;0;1;0;0;0;0;0;224.073333333333
1;1;0;1;0;1;0;0;0;0;0;0;234.08
1;1;0;1;0;1;1;0;0;0;0;0;233.276666666667
1;1;1;1;0;0;0;0;0;0;0;0;232.7
1;1;1;1;0;1;0;0;0;0;0;0;245.936666666667
1;1;1;1;0;0;1;0;0;0;0;0;246.756666666667
1;1;0;1;0;0;0;0;0;0;0;1;257.333333333333
1;1;0;1;0;0;1;0;0;0;0;1;237.103333333333
1;1;1;1;0;0;0;0;0;0;0;1;238.23
1;1;0;1;0;1;0;0;0;0;0;1;237.696666666667
1;1;0;1;0;0;1;0;0;0;1;0;217.696666666667
1;1;0;1;0;1;0;0;0;0;1;0;217.093333333333
1;1;1;1;0;0;0;0;0;0;1;0;234.87
1;1;0;1;0;0;0;1;0;0;0;0;222.433333333333
1;1;0;0;0;0;1;1;0;0;0;0;205.206666666667
1;1;0;1;0;0;1;1;0;0;0;0;222.52
1;1;0;0;0;1;0;1;0;0;0;0;207.233333333333
1;1;0;0;0;1;1;1;0;0;0;0;206.616666666667
1;1;0;1;0;1;0;1;0;0;0;0;222.823333333333
1;1;1;0;0;0;0;1;0;0;0;0;229.166666666667
1;1;1;1;0;0;0;1;0;0;0;0;244.5
1;1;1;0;0;1;0;1;0;0;0;0;231.19
1;1;1;0;0;0;1;1;0;0;0;0;229.676666666667
1;1;0;1;0;0;0;1;0;0;1;0;218.096666666667
1;1;0;0;0;0;1;1;0;0;1;0;205.363333333333
1;1;1;0;0;0;0;1;0;0;1;0;221.25
1;1;0;0;0;1;0;1;0;0;1;0;201.703333333333
1;1;0;0;0;0;0;1;0;0;0;1;217.396666666667
1;1;0;1;0;0;0;1;0;0;0;1;234.866666666667
1;1;0;0;0;0;1;1;0;0;0;1;217.68
1;1;0;0;0;1;0;1;0;0;0;1;219.313333333333
1;1;1;0;0;0;0;1;0;0;0;1;237.133333333333
1;1;1;0;0;0;0;0;1;1;0;0;221.333333333333
1;1;0;0;0;0;0;1;0;1;0;1;216.223333333333
1;1;0;0;0;0;1;1;1;0;0;0;203.19
1;1;1;0;1;0;0;0;0;0;0;1;240.346666666667
1;1;1;1;0;0;0;0;1;0;0;0;242.916666666667
1;1;1;0;0;0;0;0;0;1;1;0;223.683333333333
1;1;0;0;0;0;0;0;1;0;0;1;216.636666666667
1;1;0;0;1;0;1;0;0;1;0;0;211.743333333333
1;1;0;0;1;0;0;0;1;0;0;1;246.956666666667
1;1;1;0;1;0;0;0;0;0;0;0;248.016666666667
1;1;1;0;0;0;0;0;1;0;0;0;227.853333333333
1;1;1;0;0;0;0;0;0;1;0;0;224.43
1;1;0;1;1;0;0;0;0;0;0;0;224.95
1;1;0;1;0;0;0;0;1;0;0;0;221.376666666667
1;1;0;1;0;0;0;0;0;1;0;0;218.816666666667
1;1;0;0;1;1;0;0;0;0;0;0;217.29
1;1;0;0;1;0;1;0;0;0;0;0;218.153333333333
1;1;0;0;1;0;0;1;0;0;0;0;214.72
1;1;0;0;1;0;0;0;1;0;0;0;213.183333333333
1;1;0;0;1;0;0;0;0;1;0;0;209.703333333333
1;1;0;0;1;0;0;0;0;0;0;1;220.866666666667
1;1;0;0;0;1;0;0;1;0;0;0;204.686666666667
1;1;0;0;0;1;0;0;0;1;0;0;201.546666666667
1;1;0;0;0;0;1;0;1;0;0;0;207.12
1;1;0;0;0;0;1;0;0;1;0;0;201.833333333333
1;1;0;0;0;0;0;1;1;0;0;0;202.386666666667
1;1;0;0;0;0;0;1;0;1;0;0;203.636666666667
1;1;0;0;0;0;0;0;1;1;0;0;199.953333333333
1;1;0;0;0;0;0;0;0;1;0;1;213.266666666667
1;1;0;0;1;0;1;0;1;0;0;0;214.886666666667
1;1;0;0;1;1;1;0;0;0;0;0;216.373333333333
1;1;0;0;1;0;1;1;0;0;0;0;217.236666666667
1;1;0;0;0;0;0;1;1;0;1;0;201.896666666667
1;1;0;1;0;0;0;0;0;1;1;0;219.283333333333
1;1;0;1;0;0;0;0;1;1;0;0;217.286666666667
1;1;0;1;0;0;0;0;1;0;1;0;220.396666666667
1;1;0;1;0;0;0;1;1;0;0;0;220.423333333333
1;1;0;0;0;0;0;1;1;1;0;0;204.176666666667
1;1;0;1;0;0;0;1;0;1;0;0;221.166666666667
1;1;0;1;0;0;1;0;0;1;0;0;219.966666666667
1;1;0;0;0;0;0;1;0;1;1;0;205.13
1;1;0;1;0;0;1;0;1;0;0;0;224.176666666667
1;1;0;1;1;0;0;0;0;0;1;0;224.49
1;1;0;1;1;0;0;0;0;1;0;0;227.013333333333
1;1;0;1;1;0;0;0;1;0;0;0;229.276666666667
1;1;0;1;1;0;1;0;0;0;0;0;230.536666666667
1;1;0;1;1;0;0;1;0;0;0;0;232.116666666667
1;1;0;1;0;1;0;0;0;1;0;0;219.396666666667
1;1;0;1;0;1;0;0;1;0;0;0;221.783333333333
1;1;0;0;0;0;1;0;0;1;1;0;203.53
1;1;0;1;1;1;0;0;0;0;0;0;224.326666666667
1;1;0;0;0;0;1;1;0;1;0;0;202.063333333333
1;1;0;0;0;0;1;0;1;0;1;0;201.47
1;1;1;0;0;0;0;0;1;0;1;0;224.733333333333
1;1;1;0;0;0;0;1;1;0;0;0;226.503333333333
1;1;1;0;0;0;0;1;0;1;0;0;227.78
1;1;1;0;0;0;1;0;0;1;0;0;227.393333333333
1;1;1;0;0;0;1;0;1;0;0;0;231.336666666667
1;1;0;0;0;0;1;0;1;1;0;0;204.963333333333
1;1;1;0;0;1;0;0;0;1;0;0;226.7
1;1;1;0;0;1;0;0;1;0;0;0;228.936666666667
1;1;1;1;0;0;0;0;0;1;0;0;240.163333333333
1;1;0;0;0;1;0;0;0;1;1;0;202.933333333333
1;1;0;0;0;1;0;0;1;1;0;0;200.82
1;1;1;0;1;0;0;0;0;0;1;0;230.166666666667
1;1;1;0;1;0;0;0;0;1;0;0;236.243333333333
1;1;1;0;1;0;0;0;1;0;0;0;238.62
1;1;0;0;0;1;0;0;1;0;1;0;204.05
1;1;1;0;1;0;0;1;0;0;0;0;239.976666666667
1;1;1;0;1;0;1;0;0;0;0;0;242.156666666667
1;1;1;1;1;0;0;0;0;0;0;0;244.03
1;1;0;0;0;1;1;0;1;0;0;0;202.936666666667
1;1;1;0;1;1;0;0;0;0;0;0;257.513333333333
1;1;0;0;0;1;1;0;0;1;0;0;203.933333333333
1;1;0;0;0;1;0;1;0;1;0;0;203.56
1;1;0;0;0;0;0;0;1;1;0;1;213.533333333333
1;1;0;0;0;0;0;1;1;0;0;1;215.13
1;1;0;0;0;0;1;0;0;1;0;1;214.283333333333
1;1;0;0;0;0;1;0;1;0;0;1;219.306666666667
1;1;0;0;0;1;0;0;0;1;0;1;213.86
1;1;0;0;0;1;0;0;1;0;0;1;217.063333333333
1;1;0;0;0;1;0;1;1;0;0;0;207.89
1;1;0;0;1;0;0;0;0;1;0;1;243.793333333333
1;1;0;0;1;0;0;1;0;0;0;1;248.196666666667
1;1;0;0;1;1;0;0;0;0;0;1;266.323333333333
1;1;0;0;1;0;1;0;0;0;0;1;266.19
1;1;1;0;0;0;0;0;0;1;0;1;232.616666666667
1;1;1;0;0;0;0;0;1;0;0;1;236.21
1;1;0;0;1;0;0;0;0;1;1;0;211.39
1;1;0;0;1;0;0;0;1;1;0;0;208.37
1;1;0;0;1;0;0;0;1;0;1;0;212.936666666667
1;1;0;0;1;0;0;1;0;0;1;0;210.706666666667
1;1;0;0;1;0;0;1;1;0;0;0;212.516666666667
1;1;0;0;1;0;0;1;0;1;0;0;212.94
1;1;0;1;0;0;0;0;0;1;0;1;231.996666666667
1;1;0;1;0;0;0;0;1;0;0;1;234.266666666667
1;1;0;0;0;0;0;0;1;1;1;0;201.52
1;1;0;0;1;1;0;0;0;0;1;0;208.986666666667
1;1;0;0;1;1;0;0;0;1;0;0;211.273333333333
1;1;0;0;1;1;0;1;0;0;0;0;214.343333333333
1;1;0;0;1;1;0;0;1;0;0;0;216.836666666667
1;1;0;1;1;0;0;0;0;0;0;1;256.246666666667
1;1;0;0;1;0;1;0;0;0;1;0;209.583333333333
