root;time_passes;gvn;instcombine;inline;jump_threading;simplifycfg;sccp;print_used_types;ipsccp;iv_users;licm;Performance
1;1;0;0;0;0;0;0;0;0;1;0;210.34
1;1;1;0;0;0;0;0;0;0;1;0;219.153333333333
1;1;0;0;0;1;0;0;0;0;1;0;199.683333333333
1;1;0;0;0;0;1;0;0;0;1;0;200.38
1;1;0;0;0;0;0;0;1;0;1;0;203.18
1;1;0;0;0;0;1;0;0;0;1;1;213.48
1;1;1;0;0;1;0;0;0;0;0;0;232.2
1;1;1;0;0;0;0;0;0;0;0;1;267.426666666667
1;1;0;0;0;1;0;0;0;0;0;1;220.08
1;1;1;0;0;1;0;0;0;0;1;0;221.606666666667
1;1;0;0;0;1;1;0;0;0;0;0;205.946666666667
1;1;1;0;0;0;1;0;0;0;0;0;230.74
1;1;0;0;0;1;1;0;0;0;1;0;200.923333333333
1;1;0;1;0;0;1;0;0;0;0;0;224.073333333333
1;1;0;1;0;1;0;0;0;0;0;0;234.08
1;1;1;1;0;0;0;0;0;0;0;0;232.7
1;1;0;1;0;1;0;0;0;0;0;1;237.696666666667
1;1;0;1;0;1;1;0;0;0;0;1;235.91
1;1;0;1;0;0;1;0;0;0;1;0;217.696666666667
1;1;0;1;0;1;1;0;0;0;1;0;218.123333333333
1;1;0;0;0;0;1;1;0;0;0;0;205.206666666667
1;1;0;0;0;0;1;1;0;0;1;0;205.363333333333
1;1;0;1;0;0;0;1;0;0;0;1;234.866666666667
1;1;1;0;0;0;1;1;0;0;0;1;237.89
1;1;1;1;0;1;0;1;0;0;1;1;251.01
1;1;1;1;0;1;1;1;0;0;0;1;254.496666666667
1;1;0;0;0;0;0;0;0;0;0;0;210.44
1;1;1;0;0;0;0;0;0;0;0;0;234.68
1;1;0;1;0;0;0;0;0;0;0;0;219.636666666667
1;1;0;0;1;0;0;0;0;0;0;0;208.92
1;1;0;0;0;1;0;0;0;0;0;0;208.046666666667
1;1;0;0;0;0;1;0;0;0;0;0;206.9
1;1;0;0;0;0;0;1;0;0;0;0;204.986666666667
1;1;0;0;0;0;0;0;1;0;0;0;204.053333333333
1;1;0;0;0;0;0;0;0;1;0;0;201.153333333333
1;1;0;0;0;0;0;0;0;0;0;1;258.826666666667
1;1;1;1;1;1;1;0;1;1;0;1;262.94
1;1;0;1;1;0;0;1;1;0;1;0;227.19
1;1;1;1;1;1;0;0;0;0;0;0;243.783333333333
1;1;1;1;1;0;0;0;1;1;1;1;262.736666666667
1;1;0;1;1;0;1;0;1;1;1;1;251.913333333333
1;1;1;0;1;1;1;0;0;0;0;1;239.496666666667
1;1;0;0;0;0;0;0;1;1;1;1;214.326666666667
1;1;0;0;0;1;1;1;1;1;1;0;207.646666666667
1;1;0;1;1;0;0;0;0;1;1;1;248.02
1;1;1;0;1;0;0;0;0;0;0;0;248.016666666667
1;1;0;1;1;0;0;0;0;0;0;0;224.95
1;1;0;0;1;1;0;0;0;0;0;0;217.29
1;1;0;0;1;0;0;1;0;0;0;0;214.72
1;1;0;0;0;1;0;0;1;0;0;0;204.686666666667
1;1;0;0;0;1;0;0;0;1;0;0;201.546666666667
1;1;0;0;0;0;0;1;1;0;0;0;202.386666666667
1;1;0;0;0;0;0;1;0;1;0;0;203.636666666667
