root;encryption;compression;compressionBzip2;compressionGzip;compressionLzo;compressionZpaq;compressionLrzip;level;level1;level2;level3;level4;level5;level6;level7;level8;level9;unlimitedWindowSize;disableCompressibilityTesting;Performance
1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;208900
1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;283750
1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;339780
1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;340590
1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;384660
1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;208350
1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;76470
1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;87690
1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;93090
1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;106090
1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;128450
1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;50520
1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;45490
1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;48050
1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;49850
1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;50420
1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;673290
1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;41150
1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;41790
1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;42300
1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;43680
1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;43560
1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;45720
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;44370
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;46950
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;45770
1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;220490
1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;213900
1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;88600
1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;65730
1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;681080
1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;49760
1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;212880
1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;284060
1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;339360
1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;340300
1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;383910
1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;208080
1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;77610
1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;91570
1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;92590
1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;109300
1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;127760
1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;50740
1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;47570
1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;48640
1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;50250
1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;672520
1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;41260
1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;42910
1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;41830
1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;41590
1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;43550
1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;40550
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;47130
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;43330
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;45980
1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;221550
1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;212659
1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;89450
1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;60110
1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;680540
1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;52650
